id	token	category	category_merged
202	proprju	Non-Arabic	Non-Arabic
202	f'	Arabic	Arabic
202	Malta	Name (Arabic)	Name
202	.	Symbol	Symbol
203	Irrid	Arabic	Arabic
203	ngħid	Arabic	Arabic
203	li	Arabic	Arabic
203	fid-	Arabic	Arabic
203	diskussjonijiet	Mixed	Non-Arabic
203	li	Arabic	Arabic
203	kelli	Arabic	Arabic
203	mal-	Arabic	Arabic
203	Gvern	Non-Arabic	Non-Arabic
203	sibt	Arabic	Arabic
203	ħafna	Arabic	Arabic
203	sapport	Non-Arabic	Non-Arabic
203	għal	Arabic	Arabic
203	din	Arabic	Arabic
203	l-	Arabic	Arabic
203	idea	Non-Arabic	Non-Arabic
203	u	Arabic	Arabic
203	anke	Non-Arabic	Non-Arabic
203	mill-	Arabic	Arabic
203	iSpeaker	Code-Switching	Code-Switching
203	.	Symbol	Symbol
204	Ta'	Arabic	Arabic
204	nota	Non-Arabic	Non-Arabic
204	pożittiva	Non-Arabic	Non-Arabic
204	hija	Arabic	Arabic
204	li	Arabic	Arabic
204	sussegwentement	Non-Arabic	Non-Arabic
204	għal	Arabic	Arabic
204	din	Arabic	Arabic
204	il-	Arabic	Arabic
204	laqgħa	Arabic	Arabic
204	,	Symbol	Symbol
204	ittieħdet	Arabic	Arabic
204	id-	Arabic	Arabic
204	deċiżjoni	Non-Arabic	Non-Arabic
204	li	Arabic	Arabic
204	l-	Arabic	Arabic
204	konferenza	Non-Arabic	Non-Arabic
204	fejn	Arabic	Arabic
204	se	Arabic	Arabic
204	tiġi	Arabic	Arabic
204	diskussa	Mixed	Non-Arabic
204	din	Arabic	Arabic
204	il-	Arabic	Arabic
204	Kostituzzjoni	Non-Arabic	Non-Arabic
204	u	Arabic	Arabic
204	t-	Arabic	Arabic
204	twaqqif	Arabic	Arabic
204	tagħha	Arabic	Arabic
204	se	Arabic	Arabic
204	ssir	Arabic	Arabic
204	f'	Arabic	Arabic
204	Malta	Name (Arabic)	Name
204	,	Symbol	Symbol
204	b'	Arabic	Arabic
204	rabta	Arabic	Arabic
204	wkoll	Arabic	Arabic
204	mal-	Arabic	Arabic
204	fatt	Non-Arabic	Non-Arabic
204	li	Arabic	Arabic
204	se	Arabic	Arabic
204	jkun	Arabic	Arabic
204	hawn	Arabic	Arabic
204	iċ-	Arabic	Arabic
204	CHOGM	Name (Non-Arabic)	Name
204	.	Symbol	Symbol
205	Malta	Name (Arabic)	Name
205	wkoll	Arabic	Arabic
205	offriet	Mixed	Non-Arabic
205	appoġġ	Non-Arabic	Non-Arabic
205	lejn	Arabic	Arabic
205	it-	Arabic	Arabic
205	twaqqif	Arabic	Arabic
205	tagħha	Arabic	Arabic
205	f'	Arabic	Arabic
205	dak	Arabic	Arabic
205	li	Arabic	Arabic
205	hu	Arabic	Arabic
205	anke	Non-Arabic	Non-Arabic
205	li	Arabic	Arabic
205	possibbilment	Non-Arabic	Non-Arabic
205	tospita	Mixed	Non-Arabic
205	l-	Arabic	Arabic
205	Assoċjazzjoni	Non-Arabic	Non-Arabic
205	u	Arabic	Arabic
205	anke	Non-Arabic	Non-Arabic
205	toffri	Mixed	Non-Arabic
205	logistical	Code-Switching	Code-Switching
205	support	Code-Switching	Code-Switching
205	u	Arabic	Arabic
205	nemmen	Arabic	Arabic
205	li	Arabic	Arabic
205	progress	Non-Arabic	Non-Arabic
205	qiegħed	Arabic	Arabic
205	isir	Arabic	Arabic
205	u	Arabic	Arabic
205	j'	Arabic	Arabic
205	Alla	Arabic	Arabic
205	f'	Arabic	Arabic
205	Ġunju	Name (Non-Arabic)	Name
205	li	Arabic	Arabic
205	ġej	Arabic	Arabic
205	,	Symbol	Symbol
205	meta	Arabic	Arabic
205	ssir	Arabic	Arabic
205	konferenza	Non-Arabic	Non-Arabic
205	,	Symbol	Symbol
205	ikun	Arabic	Arabic
205	hemm	Arabic	Arabic
205	l-	Arabic	Arabic
205	endorsement	Code-Switching	Code-Switching
205	meħtieġ	Arabic	Arabic
205	minn	Arabic	Arabic
205	dawk	Arabic	Arabic
205	li	Arabic	Arabic
205	huma	Arabic	Arabic
205	nvoluti	Non-Arabic	Non-Arabic
205	fil-	Arabic	Arabic
205	Commonwealth	Name (Non-Arabic)	Name
205	bħala	Arabic	Arabic
205	PACs	Name (Non-Arabic)	Name
205	,	Symbol	Symbol
205	biex	Arabic	Arabic
205	din	Arabic	Arabic
205	tkun	Arabic	Arabic
205	tista'	Arabic	Arabic
205	isseħħ	Arabic	Arabic
205	.	Symbol	Symbol
206	Ngħarraf	Arabic	Arabic
206	ukoll	Arabic	Arabic
206	lill-	Arabic	Arabic
206	Kumitat	Non-Arabic	Non-Arabic
206	li	Arabic	Arabic
206	fil-	Arabic	Arabic
206	ġranet	Mixed	Non-Arabic
206	li	Arabic	Arabic
206	ġejjin	Arabic	Arabic
206	se	Arabic	Arabic
206	jkun	Arabic	Arabic
206	hawn	Arabic	Arabic
206	xi	Arabic	Arabic
206	uffiċjali	Non-Arabic	Non-Arabic
206	mis-	Arabic	Arabic
206	CPA	Name (Non-Arabic)	Name
206	UK	Name (Non-Arabic)	Name
206	proprju	Non-Arabic	Non-Arabic
206	sabiex	Arabic	Arabic
206	isiru	Arabic	Arabic
206	l-	Arabic	Arabic
206	arranġamenti	Non-Arabic	Non-Arabic
206	għal	Arabic	Arabic
206	din	Arabic	Arabic
206	il-	Arabic	Arabic
206	konferenza	Non-Arabic	Non-Arabic
206	.	Symbol	Symbol
207	Ma	Arabic	Arabic
207	nafx	Arabic	Arabic
207	jekk	Arabic	Arabic
207	hawnx	Arabic	Arabic
207	min	Arabic	Arabic
207	jixtieq	Arabic	Arabic
207	jagħmel	Arabic	Arabic
207	xi	Arabic	Arabic
207	rimarki	Non-Arabic	Non-Arabic
207	.	Symbol	Symbol
208	L-	Arabic	Arabic
208	Onor	Non-Arabic	Non-Arabic
208	.	Symbol	Symbol
208	Charles	Name (Non-Arabic)	Name
208	Mangion	Name (Non-Arabic)	Name
208	.	Symbol	Symbol
209	ONOR	Non-Arabic	Non-Arabic
209	.	Symbol	Symbol
209	CHARLES	Name (Non-Arabic)	Name
209	MANGION	Name (Non-Arabic)	Name
209	:	Symbol	Symbol
210	Din	Arabic	Arabic
210	l-	Arabic	Arabic
210	assoċjazzjoni	Non-Arabic	Non-Arabic
210	li	Arabic	Arabic
210	se	Arabic	Arabic
210	titwaqqaf	Arabic	Arabic
210	hija	Arabic	Arabic
210	interessanti	Non-Arabic	Non-Arabic
210	u	Arabic	Arabic
210	xtaqt	Arabic	Arabic
210	nistaqsi	Arabic	Arabic
210	jekk	Arabic	Arabic
210	huwiex	Arabic	Arabic
210	l-	Arabic	Arabic
210	iskop	Non-Arabic	Non-Arabic
210	tagħha	Arabic	Arabic
210	li	Arabic	Arabic
210	tagħti	Arabic	Arabic
210	poteri	Non-Arabic	Non-Arabic
210	lill-	Arabic	Arabic
210	PAC	Name (Non-Arabic)	Name
210	aktar	Arabic	Arabic
210	minn	Arabic	Arabic
210	dawk	Arabic	Arabic
210	li	Arabic	Arabic
210	hemm	Arabic	Arabic
210	imsemmija	Arabic	Arabic
210	fl-	Arabic	Arabic
210	iStanding	Code-Switching	Code-Switching
210	Orders	Code-Switching	Code-Switching
210	u	Arabic	Arabic
210	fil-	Arabic	Arabic
210	Kostituzzjoni	Non-Arabic	Non-Arabic
210	u	Arabic	Arabic
210	jekk	Arabic	Arabic
210	ikunx	Arabic	Arabic
210	ukoll	Arabic	Arabic
210	-	Symbol	Symbol
210	qed	Arabic	Arabic
210	ngħid	Arabic	Arabic
210	dan	Arabic	Arabic
210	bħala	Arabic	Arabic
210	suġġeriment	Non-Arabic	Non-Arabic
210	għall-	Arabic	Arabic
210	konsiderazzjoni	Non-Arabic	Non-Arabic
210	tiegħek	Arabic	Arabic
210	,	Symbol	Symbol
210	Mr	Code-Switching	Code-Switching
210	Chairman	Code-Switching	Code-Switching
210	-	Symbol	Symbol
210	li	Arabic	Arabic
210	jkun	Arabic	Arabic
210	hawn	Arabic	Arabic
210	diskussjoni	Non-Arabic	Non-Arabic
210	f'	Arabic	Arabic
210	dan	Arabic	Arabic
210	il-	Arabic	Arabic
210	Kumitat	Non-Arabic	Non-Arabic
210	flimkien	Arabic	Arabic
210	mal-	Arabic	Arabic
210	Awditur	Non-Arabic	Non-Arabic
210	Ġenerali	Non-Arabic	Non-Arabic
210	,	Symbol	Symbol
210	anke	Non-Arabic	Non-Arabic
210	dwar	Arabic	Arabic
210	il-	Arabic	Arabic
210	kostituzzjoni	Non-Arabic	Non-Arabic
210	tagħha	Arabic	Arabic
210	stess	Non-Arabic	Non-Arabic
210	,	Symbol	Symbol
210	biex	Arabic	Arabic
210	naraw	Arabic	Arabic
210	liema	Arabic	Arabic
210	hi	Arabic	Arabic
210	l-	Arabic	Arabic
210	aħjar	Arabic	Arabic
210	proposta	Non-Arabic	Non-Arabic
210	li	Arabic	Arabic
210	nistgħu	Arabic	Arabic
210	nagħmlu	Arabic	Arabic
210	min-	Arabic	Arabic
210	naħa	Arabic	Arabic
210	tagħna	Arabic	Arabic
210	.	Symbol	Symbol
211	THE	Code-Switching	Code-Switching
211	CHAIRMAN	Code-Switching	Code-Switching
211	:	Symbol	Symbol
212	Dwar	Arabic	Arabic
212	it-	Arabic	Arabic
212	tieni	Arabic	Arabic
212	suġġeriment	Non-Arabic	Non-Arabic
212	,	Symbol	Symbol
212	mingħajr	Arabic	Arabic
212	dubju	Non-Arabic	Non-Arabic
212	li	Arabic	Arabic
212	se	Arabic	Arabic
212	jkun	Arabic	Arabic
212	hawn	Arabic	Arabic
212	diskussjoni	Non-Arabic	Non-Arabic
212	,	Symbol	Symbol
212	anzi	Non-Arabic	Non-Arabic
212	dik	Arabic	Arabic
212	hi	Arabic	Arabic
212	l-	Arabic	Arabic
212	intenzjoni	Non-Arabic	Non-Arabic
212	.	Symbol	Symbol
213	Kif	Arabic	Arabic
213	jiġi	Arabic	Arabic
213	d-	Arabic	Arabic
213	dokument	Non-Arabic	Non-Arabic
213	formali	Non-Arabic	Non-Arabic
213	jitressaq	Arabic	Arabic
213	quddiem	Arabic	Arabic
213	dan	Arabic	Arabic
213	il-	Arabic	Arabic
213	Kumitat	Non-Arabic	Non-Arabic
213	sabiex	Arabic	Arabic
213	tkun	Arabic	Arabic
213	tista'	Arabic	Arabic
213	ssir	Arabic	Arabic
213	diskussjoni	Non-Arabic	Non-Arabic
213	sabiex	Arabic	Arabic
213	imbagħad	Arabic	Arabic
213	Malta	Name (Arabic)	Name
213	tieħu	Arabic	Arabic
213	l-	Arabic	Arabic
213	pożizzjoni	Non-Arabic	Non-Arabic
213	formali	Non-Arabic	Non-Arabic
213	tagħha	Arabic	Arabic
213	meta	Arabic	Arabic
213	jkollna	Arabic	Arabic
213	d-	Arabic	Arabic
213	diskussjonijiet	Mixed	Non-Arabic
213	f'	Arabic	Arabic
213	Ġunju	Name (Non-Arabic)	Name
213	li	Arabic	Arabic
213	ġej	Arabic	Arabic
213	.	Symbol	Symbol
214	Il-	Arabic	Arabic
214	ħsebijiet	Arabic	Arabic
214	diġà	Non-Arabic	Non-Arabic
214	qegħdin	Arabic	Arabic
214	listed	Code-Switching	Code-Switching
214	f'	Arabic	Arabic
214	dan	Arabic	Arabic
214	id-	Arabic	Arabic
214	dokument	Non-Arabic	Non-Arabic
214	,	Symbol	Symbol
214	jiġifieri	Mixed	Non-Arabic
214	tistgħu	Arabic	Arabic
214	tarawh	Arabic	Arabic
214	u	Arabic	Arabic
214	tagħtuni	Arabic	Arabic
214	feedback	Code-Switching	Code-Switching
214	.	Symbol	Symbol
215	Ovvjament	Non-Arabic	Non-Arabic
215	il-	Arabic	Arabic
215	vantaġġ	Non-Arabic	Non-Arabic
215	li	Arabic	Arabic
215	qiegħed	Arabic	Arabic
215	Chair	Code-Switching	Code-Switching
215	tal-	Arabic	Arabic
215	iSteering	Code-Switching	Code-Switching
215	Committee	Code-Switching	Code-Switching
215	huwa	Arabic	Arabic
215	li	Arabic	Arabic
215	qabel	Arabic	Arabic
215	ma	Arabic	Arabic
215	joħroġ	Arabic	Arabic
215	id-	Arabic	Arabic
215	dokument	Non-Arabic	Non-Arabic
215	finali	Non-Arabic	Non-Arabic
215	nkun	Arabic	Arabic
215	nista'	Arabic	Arabic
215	nara	Arabic	Arabic
215	li	Arabic	Arabic
215	ċerti	Non-Arabic	Non-Arabic
215	aspetti	Non-Arabic	Non-Arabic
215	li	Arabic	Arabic
215	nkunu	Arabic	Arabic
215	qegħdin	Arabic	Arabic
215	naħsbu	Arabic	Arabic
215	fuqhom	Arabic	Arabic
215	jidħlu	Arabic	Arabic
215	fid-	Arabic	Arabic
215	dokument	Non-Arabic	Non-Arabic
215	finali	Non-Arabic	Non-Arabic
215	.	Symbol	Symbol
216	Il-	Arabic	Arabic
216	CAPAC	Name (Non-Arabic)	Name
216	hija	Arabic	Arabic
216	hemm	Arabic	Arabic
216	biex	Arabic	Arabic
216	tagħti	Arabic	Arabic
216	appoġġ	Non-Arabic	Non-Arabic
216	.	Symbol	Symbol
217	Il-	Arabic	Arabic
217	ħsieb	Arabic	Arabic
217	hu	Arabic	Arabic
217	li	Arabic	Arabic
217	toħroġ	Arabic	Arabic
217	ċerti	Non-Arabic	Non-Arabic
217	standards	Code-Switching	Code-Switching
217	,	Symbol	Symbol
217	jiġifieri	Mixed	Non-Arabic
217	li	Arabic	Arabic
217	jibda	Arabic	Arabic
217	jkun	Arabic	Arabic
217	hemm	Arabic	Arabic
217	an	Code-Switching	Code-Switching
217	element	Code-Switching	Code-Switching
217	of	Code-Switching	Code-Switching
217	Commowealth	Name (Non-Arabic)	Name
217	standard	Code-Switching	Code-Switching
217	of	Code-Switching	Code-Switching
217	good	Code-Switching	Code-Switching
217	practice	Code-Switching	Code-Switching
217	ta'	Arabic	Arabic
217	kif	Arabic	Arabic
217	jaħdem	Arabic	Arabic
217	PAC	Name (Non-Arabic)	Name
217	.	Symbol	Symbol
218	Ħafna	Arabic	Arabic
218	minnhom	Arabic	Arabic
218	huma	Arabic	Arabic
218	mmudellati	Mixed	Non-Arabic
218	fuq	Arabic	Arabic
218	dik	Arabic	Arabic
218	li	Arabic	Arabic
218	ngħidulha	Arabic	Arabic
218	l-	Arabic	Arabic
218	Westminster	Name (Non-Arabic)	Name
218	tradition	Code-Switching	Code-Switching
218	,	Symbol	Symbol
218	però	Non-Arabic	Non-Arabic
218	irridu	Arabic	Arabic
218	nifhmu	Arabic	Arabic
218	li	Arabic	Arabic
218	f'	Arabic	Arabic
218	pajjiżi	Non-Arabic	Non-Arabic
218	tal-	Arabic	Arabic
218	Commonwealth	Name (Non-Arabic)	Name
218	hemm	Arabic	Arabic
218	flavours	Code-Switching	Code-Switching
218	differenti	Non-Arabic	Non-Arabic
218	ta'	Arabic	Arabic
218	kif	Arabic	Arabic
218	jaħdem	Arabic	Arabic
218	PAC	Name (Non-Arabic)	Name
218	u	Arabic	Arabic
218	allura	Non-Arabic	Non-Arabic
218	fil-	Arabic	Arabic
218	bidu	Arabic	Arabic
218	mhux	Arabic	Arabic
218	neċessarjament	Non-Arabic	Non-Arabic
218	li	Arabic	Arabic
218	kollha	Arabic	Arabic
218	qegħdin	Arabic	Arabic
218	jaħdmu	Arabic	Arabic
218	bl-	Arabic	Arabic
218	istess	Non-Arabic	Non-Arabic
218	mod	Non-Arabic	Non-Arabic
218	.	Symbol	Symbol
219	L-	Arabic	Arabic
219	idea	Non-Arabic	Non-Arabic
219	hi	Arabic	Arabic
219	li	Arabic	Arabic
219	din	Arabic	Arabic
219	il-	Arabic	Arabic
219	formazzjoni	Non-Arabic	Non-Arabic
219	tibda	Arabic	Arabic
219	toħroġ	Arabic	Arabic
219	b'	Arabic	Arabic
219	guidelines	Code-Switching	Code-Switching
219	ta'	Arabic	Arabic
219	kif	Arabic	Arabic
219	issir	Arabic	Arabic
219	,	Symbol	Symbol
219	pereżempju	Non-Arabic	Non-Arabic
219	sessjoni	Non-Arabic	Non-Arabic
219	tajba	Arabic	Arabic
219	.	Symbol	Symbol
220	It	Code-Switching	Code-Switching
220	tackles	Code-Switching	Code-Switching
220	the	Code-Switching	Code-Switching
220	issue	Code-Switching	Code-Switching
220	of	Code-Switching	Code-Switching
220	advocacy	Code-Switching	Code-Switching
220	;	Symbol	Symbol
220	xi	Arabic	Arabic
220	jsir	Arabic	Arabic
220	wara	Arabic	Arabic
220	mir-	Arabic	Arabic
220	rapporti	Non-Arabic	Non-Arabic
220	tal-	Arabic	Arabic
220	Awditur	Non-Arabic	Non-Arabic
220	li	Arabic	Arabic
220	jiġu	Arabic	Arabic
220	diskussi	Non-Arabic	Non-Arabic
220	fil-	Arabic	Arabic
220	PAC	Name (Non-Arabic)	Name
220	u	Arabic	Arabic
220	kif	Arabic	Arabic
220	jiġu	Arabic	Arabic
220	followed	Code-Switching	Code-Switching
220	up	Code-Switching	Code-Switching
220	.	Symbol	Symbol
221	Dawn	Arabic	Arabic
221	huma	Arabic	Arabic
221	kollha	Arabic	Arabic
221	aspetti	Non-Arabic	Non-Arabic
221	li	Arabic	Arabic
221	l-	Arabic	Arabic
221	assoċjazzjoni	Non-Arabic	Non-Arabic
221	tkun	Arabic	Arabic
221	tista'	Arabic	Arabic
221	tidħol	Arabic	Arabic
221	fihom	Arabic	Arabic
221	u	Arabic	Arabic
221	tagħti	Arabic	Arabic
221	r-	Arabic	Arabic
221	rakkmandazzjonijiet	Mixed	Non-Arabic
221	tagħha	Arabic	Arabic
221	.	Symbol	Symbol
222	Ovvjament	Non-Arabic	Non-Arabic
222	ir-	Arabic	Arabic
222	rakkmandazzjonijiet	Mixed	Non-Arabic
222	tagħha	Arabic	Arabic
222	mhumiex	Arabic	Arabic
222	binding	Code-Switching	Code-Switching
222	għax	Arabic	Arabic
222	it	Code-Switching	Code-Switching
222	is	Code-Switching	Code-Switching
222	an	Code-Switching	Code-Switching
222	association	Code-Switching	Code-Switching
222	,	Symbol	Symbol
222	jiġifieri	Mixed	Non-Arabic
222	r-	Arabic	Arabic
222	rulings	Code-Switching	Code-Switching
222	tal-	Arabic	Arabic
222	iSpeaker	Code-Switching	Code-Switching
222	jibqgħu	Arabic	Arabic
222	jgħoddu	Arabic	Arabic
222	f'	Arabic	Arabic
222	dan	Arabic	Arabic
222	is-	Arabic	Arabic
222	sens	Non-Arabic	Non-Arabic
222	.	Symbol	Symbol
223	Nagħlaq	Arabic	Arabic
223	hawnhekk	Arabic	Arabic
223	il-	Arabic	Arabic
223	kapitlu	Non-Arabic	Non-Arabic
223	tal-	Arabic	Arabic
223	CAPAC	Name (Non-Arabic)	Name
223	;	Symbol	Symbol
223	inżommu	Arabic	Arabic
223	lill-	Arabic	Arabic
223	Kumitat	Non-Arabic	Non-Arabic
223	aġġornat	Non-Arabic	Non-Arabic
223	jekk	Arabic	Arabic
223	ikun	Arabic	Arabic
223	hemm	Arabic	Arabic
223	iktar	Arabic	Arabic
223	żviluppi	Non-Arabic	Non-Arabic
223	.	Symbol	Symbol
224	L-	Arabic	Arabic
224	aħħar	Arabic	Arabic
224	korrispondenza	Non-Arabic	Non-Arabic
224	li	Arabic	Arabic
224	għandna	Arabic	Arabic
224	llum	Arabic	Arabic
224	hija	Arabic	Arabic
224	mibgħuta	Arabic	Arabic
224	lili	Arabic	Arabic
224	mill-	Arabic	Arabic
224	Onor	Non-Arabic	Non-Arabic
224	.	Symbol	Symbol
224	Jason	Name (Non-Arabic)	Name
224	Azzopardi	Name (Arabic)	Name
224	u	Arabic	Arabic
224	mill-	Arabic	Arabic
224	Onor	Non-Arabic	Non-Arabic
224	.	Symbol	Symbol
224	Ryan	Name (Non-Arabic)	Name
224	Callus	Name (Non-Arabic)	Name
224	,	Symbol	Symbol
224	hija	Arabic	Arabic
224	datata	Non-Arabic	Non-Arabic
224	12	Symbol	Symbol
224	ta'	Arabic	Arabic
224	Frar	Name (Non-Arabic)	Name
224	2015	Symbol	Symbol
224	,	Symbol	Symbol
224	u	Arabic	Arabic
224	tgħid	Arabic	Arabic
224	hekk	Arabic	Arabic
224	:	Symbol	Symbol
